/* DATA DESCRIPTION:
Citation:	Barnet, James S K; Littler, Kate; Westerhold, Thomas; Kroon, Dick; Leng, Melanie J; Bailey, Ian; Röhl, Ursula; Zachos, James C (2019): Late Maastrichtian-early Eocene bulk sediment stable carbon and oxygen isotope records from ODP Site 208-1262, South Atlantic [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.903507, 
	In supplement to: Barnet, JSK et al. (2019): A High-Fidelity Benthic Stable Isotope Record of Late Cretaceous–Early Eocene Climate Change and Carbon-Cycling. Paleoceanography and Paleoclimatology, 34(4), 672-691, https://doi.org/10.1029/2019PA003556
Related to:	Kroon, Dick; Zachos, James C; ODP Leg 208 Shipboard Scientific Party (2007): Leg 208 synthesis: Cenozoic climate cycles and excursions. In: Kroon, D.; Zachos, J.C.; Richter, C. (eds.), Proceedings of the Ocean Drilling Program, 208 Scientific Results, Proceedings of the Ocean Drilling Program, 208, Ocean Drilling Program, 208, 1-55, https://doi.org/10.2973/odp.proc.sr.208.201.2007
	Littler, Kate; Röhl, Ursula; Westerhold, Thomas; Zachos, James C (2014): A high-resolution benthic stable-isotope record for the South Atlantic: Implications for orbital-scale changes in Late Paleocene–Early Eocene climate and carbon cycling. Earth and Planetary Science Letters, 401, 18-30, https://doi.org/10.1016/j.epsl.2014.05.054
	Lourens, Lucas Joost; Sluijs, Appy; Kroon, Dick; Zachos, James C; Thomas, Ellen; Röhl, Ursula; Raffi, Isabella (2005): Astronomical pacing of late Palaeocene to early Eocene global warming events. Nature, 435(23), 1083-1087, https://doi.org/10.1038/nature03814
	Zachos, James C; McCarren, Heather K; Murphy, Brandon; Röhl, Ursula; Westerhold, Thomas (2010): Tempo and scale of late Paleocene and early Eocene carbon isotope cycles: Implications for the origin of hyperthermals. Earth and Planetary Science Letters, 299(1-2), 242-249, https://doi.org/10.1016/j.epsl.2010.09.004
Project(s):	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	LATITUDE: -27.185833 * LONGITUDE: 1.577000
	DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00
	MINIMUM DEPTH, sediment/rock: 107.49 m * MAXIMUM DEPTH, sediment/rock: 236.07 m
Event(s):	208-1262 * LATITUDE: -27.185833 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00 * ELEVATION: -4755.4 m * Penetration: 583.9 m * Recovery: 502.5 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 (URI: https://doi.org/10.2973/odp.proc.ir.208.2004) * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 54 cores; 493.9 m cored; 90 m drilled; 101.7 % recovery
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: mcd
	δ13C, bulk carbonate [‰ PDB] (δ13C bulk carb) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
	δ18O, bulk carbonate [‰ PDB] (δ18O bulk carb) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
	AGE [ka BP] (Age) * GEOCODE * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
	Reference/source (Reference) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Size:	13088 data points
*/
Depth sed [m]	δ13C bulk carb [‰ PDB]	δ18O bulk carb [‰ PDB]	Age [ka BP]	Reference
202.92	2.161	-0.357	63189	Kroon et al. (2007)
202.95	2.045	-0.561	63195	Kroon et al. (2007)
202.98	2.091	-0.577	63200	Kroon et al. (2007)
203.01	2.041	-0.373	63205	Kroon et al. (2007)
203.04	1.950	-0.399	63205	Kroon et al. (2007)
203.22	1.894	-0.355	63241	Kroon et al. (2007)
203.25	1.838	-0.500	63247	Kroon et al. (2007)
203.28	1.827	-0.310	63254	Kroon et al. (2007)
203.31	1.889	-0.397	63260	Kroon et al. (2007)
203.34	1.936	-0.324	63266	Kroon et al. (2007)
203.37	1.918	-0.412	63273	Kroon et al. (2007)
203.40	1.951	-0.357	63279	Kroon et al. (2007)
203.43	2.021	-0.488	63286	Kroon et al. (2007)
203.46	1.977	-0.510	63292	Kroon et al. (2007)
203.49	1.955	-0.377	63298	Kroon et al. (2007)
203.52	1.871	-0.487	63305	Kroon et al. (2007)
203.55	1.812	-0.580	63311	Kroon et al. (2007)
203.58	1.750	-0.424	63317	Kroon et al. (2007)
203.61	1.759	-0.479	63324	Kroon et al. (2007)
203.64	1.811	-0.554	63330	Kroon et al. (2007)
203.67	1.659	-0.513	63336	Kroon et al. (2007)
203.70	1.671	-0.536	63343	Kroon et al. (2007)
203.73	1.703	-0.617	63349	Kroon et al. (2007)
203.76	1.686	-0.620	63356	Kroon et al. (2007)
203.79	1.713	-0.636	63363	Kroon et al. (2007)
203.82	1.755	-0.528	63369	Kroon et al. (2007)
203.85	1.747	-0.702	63376	Kroon et al. (2007)
203.88	1.793	-0.794	63383	Kroon et al. (2007)
203.91	1.863	-0.552	63390	Kroon et al. (2007)
203.94	1.813	-0.635	63396	Kroon et al. (2007)
203.97	1.900	-0.548	63403	Kroon et al. (2007)
204.00	1.839	-0.545	63410	Kroon et al. (2007)
204.03	1.853	-0.496	63417	Kroon et al. (2007)
204.06	1.853	-0.519	63424	Kroon et al. (2007)
204.09	1.843	-0.482	63430	Kroon et al. (2007)
204.12	1.792	-0.556	63437	Kroon et al. (2007)
204.15	1.845	-0.628	63444	Kroon et al. (2007)
204.18	1.886	-0.769	63451	Kroon et al. (2007)
204.21	1.899	-0.717	63457	Kroon et al. (2007)
204.24	1.871	-0.681	63464	Kroon et al. (2007)
204.27	2.011	-0.464	63471	Kroon et al. (2007)
204.30	1.977	-0.341	63478	Kroon et al. (2007)
204.33	1.952	-0.591	63484	Kroon et al. (2007)
204.36	1.939	-0.645	63491	Kroon et al. (2007)
204.39	1.939	-0.511	63498	Kroon et al. (2007)
204.42	1.911	-0.516	63505	Kroon et al. (2007)
204.45	1.985	-0.527	63511	Kroon et al. (2007)
204.48	1.824	-0.787	63518	Kroon et al. (2007)
204.51	1.773	-0.544	63525	Kroon et al. (2007)
204.54	1.959	-0.391	63532	Kroon et al. (2007)
204.57	1.996	-0.541	63539	Kroon et al. (2007)
204.60	1.804	-0.577	63545	Kroon et al. (2007)
204.63	1.816	-0.568	63552	Kroon et al. (2007)
204.66	2.151	-0.411	63559	Kroon et al. (2007)
204.69	1.990	-0.539	63566	Kroon et al. (2007)
204.72	2.030	-0.533	63572	Kroon et al. (2007)
204.75	1.844	-0.523	63579	Kroon et al. (2007)
204.78	1.855	-0.518	63586	Kroon et al. (2007)
204.81	1.886	-0.437	63593	Kroon et al. (2007)
204.84	1.846	-0.588	63599	Kroon et al. (2007)
204.87	1.738	-0.757	63606	Kroon et al. (2007)
204.90	1.641	-0.712	63613	Kroon et al. (2007)
204.93	1.699	-0.844	63620	Kroon et al. (2007)
204.96	1.843	-0.604	63626	Kroon et al. (2007)
204.99	1.708	-0.637	63633	Kroon et al. (2007)
205.02	1.775	-0.519	63640	Kroon et al. (2007)
205.05	1.711	-0.612	63647	Kroon et al. (2007)
205.08	1.664	-0.653	63653	Kroon et al. (2007)
205.11	1.810	-0.633	63660	Kroon et al. (2007)
205.14	1.798	-0.568	63667	Kroon et al. (2007)
205.17	1.817	-0.528	63674	Kroon et al. (2007)
205.20	1.831	-0.653	63681	Kroon et al. (2007)
205.23	1.690	-0.718	63687	Kroon et al. (2007)
205.26	1.779	-0.596	63694	Kroon et al. (2007)
205.29	1.774	-0.696	63701	Kroon et al. (2007)
205.32	1.705	-0.771	63708	Kroon et al. (2007)
205.35	1.673	-1.005	63714	Kroon et al. (2007)
205.38	1.593	-1.037	63721	Kroon et al. (2007)
205.41	1.740	-0.805	63728	Kroon et al. (2007)
205.44	1.856	-0.728	63734	Kroon et al. (2007)
205.47	2.074	-0.315	63740	Kroon et al. (2007)
205.50	1.913	-0.509	63747	Kroon et al. (2007)
205.53	2.135	-0.203	63753	Kroon et al. (2007)
205.56	1.864	-0.571	63760	Kroon et al. (2007)
205.59	1.850	-0.583	63766	Kroon et al. (2007)
205.62	1.937	-0.562	63773	Kroon et al. (2007)
205.65	1.936	-0.684	63779	Kroon et al. (2007)
205.71	1.801	-0.804	63792	Kroon et al. (2007)
205.77	1.888	-0.575	63805	Kroon et al. (2007)
205.80	2.028	-0.584	63811	Kroon et al. (2007)
205.83	1.874	-0.685	63818	Kroon et al. (2007)
205.86	1.936	-0.601	63824	Kroon et al. (2007)
205.89	1.887	-0.704	63830	Kroon et al. (2007)
205.92	1.787	-0.793	63837	Kroon et al. (2007)
205.95	1.863	-0.632	63843	Kroon et al. (2007)
205.98	1.747	-1.037	63850	Kroon et al. (2007)
206.01	1.869	-0.617	63856	Kroon et al. (2007)
206.04	1.720	-0.678	63863	Kroon et al. (2007)
206.07	2.020	-0.468	63869	Kroon et al. (2007)
206.10	1.626	-0.737	63875	Kroon et al. (2007)
206.13	1.970	-0.450	63882	Kroon et al. (2007)
206.16	1.925	-0.564	63888	Kroon et al. (2007)
206.19	2.073	-0.508	63895	Kroon et al. (2007)
206.22	2.031	-0.299	63901	Kroon et al. (2007)
206.25	2.174	-0.184	63908	Kroon et al. (2007)
206.28	2.191	-0.161	63914	Kroon et al. (2007)
206.34	2.230	-0.294	63927	Kroon et al. (2007)
206.37	2.081	-0.308	63933	Kroon et al. (2007)
206.40	2.129	-0.411	63940	Kroon et al. (2007)
206.43	2.246	-0.171	63946	Kroon et al. (2007)
206.46	1.999	-0.449	63953	Kroon et al. (2007)
206.49	1.968	-0.382	63959	Kroon et al. (2007)
206.52	2.171	-0.283	63965	Kroon et al. (2007)
206.55	1.999	-0.512	63972	Kroon et al. (2007)
206.58	1.987	-0.325	63978	Kroon et al. (2007)
206.61	1.828	-0.394	63985	Kroon et al. (2007)
206.64	1.891	-0.437	63991	Kroon et al. (2007)
206.67	1.812	-0.545	63998	Kroon et al. (2007)
206.70	1.924	-0.581	64004	Kroon et al. (2007)
206.76	1.917	-0.500	64017	Kroon et al. (2007)
206.79	2.020	-0.481	64023	Kroon et al. (2007)
206.82	2.054	-0.377	64029	Kroon et al. (2007)
206.85	2.210	-0.259	64035	Kroon et al. (2007)
206.91	2.072	-0.436	64048	Kroon et al. (2007)
206.97	2.204	-0.384	64060	Kroon et al. (2007)
207.03	2.155	-0.469	64073	Kroon et al. (2007)
207.06	2.230	-0.425	64079	Kroon et al. (2007)
207.09	1.903	-0.726	64085	Kroon et al. (2007)
207.18	2.216	-0.484	64104	Kroon et al. (2007)
207.24	2.711	0.062	64116	Kroon et al. (2007)
207.30	2.220	-0.749	64128	Kroon et al. (2007)
207.42	2.203	-0.838	64152	Kroon et al. (2007)
207.51	2.356	-0.345	64170	Kroon et al. (2007)
207.54	2.281	-0.324	64176	Kroon et al. (2007)
207.57	2.107	-0.560	64182	Kroon et al. (2007)
207.60	2.193	-0.382	64188	Kroon et al. (2007)
207.63	2.234	-0.374	64194	Kroon et al. (2007)
207.69	2.186	-0.435	64206	Kroon et al. (2007)
207.72	2.137	-0.513	64212	Kroon et al. (2007)
207.75	2.020	-0.537	64218	Kroon et al. (2007)
207.78	2.228	-0.348	64224	Kroon et al. (2007)
207.81	2.252	-0.411	64230	Kroon et al. (2007)
207.84	2.216	-0.390	64236	Kroon et al. (2007)
207.87	2.395	-0.400	64242	Kroon et al. (2007)
207.90	2.190	-0.514	64248	Kroon et al. (2007)
207.93	2.249	-0.458	64254	Kroon et al. (2007)
207.96	2.209	-0.489	64260	Kroon et al. (2007)
207.99	2.195	-0.426	64266	Kroon et al. (2007)
208.02	2.136	-0.500	64272	Kroon et al. (2007)
208.05	2.225	-0.551	64278	Kroon et al. (2007)
208.08	2.271	-0.493	64284	Kroon et al. (2007)
208.11	2.368	-0.409	64290	Kroon et al. (2007)
208.14	2.222	-0.419	64296	Kroon et al. (2007)
208.17	2.188	-0.575	64302	Kroon et al. (2007)
208.20	2.181	-0.542	64308	Kroon et al. (2007)
208.23	2.227	-0.527	64313	Kroon et al. (2007)
208.26	2.265	-0.539	64318	Kroon et al. (2007)
208.29	2.357	-0.412	64323	Kroon et al. (2007)
208.32	2.292	-0.397	64328	Kroon et al. (2007)
208.35	2.397	-0.309	64339	Kroon et al. (2007)
208.38	2.238	-0.441	64341	Kroon et al. (2007)
208.41	2.302	-0.283	64342	Kroon et al. (2007)
208.44	2.097	-0.498	64347	Kroon et al. (2007)
208.47	2.072	-0.482	64352	Kroon et al. (2007)
208.50	2.066	-0.420	64357	Kroon et al. (2007)
208.53	2.040	-0.383	64362	Kroon et al. (2007)
208.59	2.139	-0.352	64372	Kroon et al. (2007)
208.62	2.025	-0.443	64377	Kroon et al. (2007)
208.65	2.096	-0.427	64382	Kroon et al. (2007)
208.71	2.031	-0.422	64392	Kroon et al. (2007)
208.74	1.961	-0.468	64397	Kroon et al. (2007)
208.77	1.951	-0.453	64402	Kroon et al. (2007)
208.83	1.825	-0.384	64412	Kroon et al. (2007)
208.86	1.955	-0.429	64418	Kroon et al. (2007)
208.89	2.028	-0.435	64425	Kroon et al. (2007)
208.92	2.108	-0.383	64431	Kroon et al. (2007)
209.04	1.921	-0.402	64457	Kroon et al. (2007)
209.07	1.980	-0.365	64463	Kroon et al. (2007)
209.13	1.952	-0.404	64476	Kroon et al. (2007)
209.16	1.985	-0.414	64483	Kroon et al. (2007)
209.19	1.996	-0.426	64489	Kroon et al. (2007)
209.22	2.092	-0.393	64495	Kroon et al. (2007)
209.28	2.088	-0.392	64508	Kroon et al. (2007)
209.31	2.048	-0.504	64515	Kroon et al. (2007)
209.34	2.096	-0.473	64521	Kroon et al. (2007)
209.37	2.162	-0.403	64527	Kroon et al. (2007)
209.40	2.077	-0.414	64534	Kroon et al. (2007)
209.43	2.099	-0.394	64540	Kroon et al. (2007)
209.46	2.080	-0.427	64547	Kroon et al. (2007)
209.49	2.116	-0.412	64553	Kroon et al. (2007)
209.52	2.049	-0.285	64559	Kroon et al. (2007)
209.55	2.022	-0.281	64566	Kroon et al. (2007)
209.58	1.946	-0.267	64572	Kroon et al. (2007)
209.64	2.071	-0.138	64585	Kroon et al. (2007)
209.67	2.032	-0.111	64592	Kroon et al. (2007)
209.70	1.960	-0.421	64598	Kroon et al. (2007)
209.82	2.047	-0.141	64624	Kroon et al. (2007)
209.85	2.027	-0.106	64630	Kroon et al. (2007)
209.88	2.005	-0.051	64636	Kroon et al. (2007)
209.94	1.959	0.030	64649	Kroon et al. (2007)
209.97	1.927	-0.149	64656	Kroon et al. (2007)
210.00	1.994	-0.115	64662	Kroon et al. (2007)
210.06	1.977	-0.026	64675	Kroon et al. (2007)
210.15	1.975	-0.019	64694	Kroon et al. (2007)
210.33	2.066	0.015	64733	Kroon et al. (2007)
210.36	1.989	-0.208	64739	Kroon et al. (2007)
210.42	2.036	0.056	64752	Kroon et al. (2007)
210.45	2.055	0.137	64758	Kroon et al. (2007)
210.51	2.070	0.158	64771	Kroon et al. (2007)
210.54	2.078	0.139	64777	Kroon et al. (2007)
210.60	2.091	0.250	64790	Kroon et al. (2007)
210.66	2.090	0.068	64803	Kroon et al. (2007)
210.69	2.035	0.081	64809	Kroon et al. (2007)
210.72	2.115	0.109	64816	Kroon et al. (2007)
210.75	2.138	0.146	64822	Kroon et al. (2007)
210.78	2.173	0.188	64829	Kroon et al. (2007)
210.81	2.124	0.092	64835	Kroon et al. (2007)
210.84	2.040	-0.020	64841	Kroon et al. (2007)
210.93	2.152	0.088	64859	Kroon et al. (2007)
210.96	2.312	0.099	64864	Kroon et al. (2007)
211.02	2.324	0.070	64876	Kroon et al. (2007)
211.08	2.254	0.033	64888	Kroon et al. (2007)
211.14	2.141	-0.307	64900	Kroon et al. (2007)
211.17	2.002	-0.385	64906	Kroon et al. (2007)
211.20	1.960	-0.481	64912	Kroon et al. (2007)
211.26	1.805	-0.523	64923	Kroon et al. (2007)
211.30	1.884	-0.388	64931	Kroon et al. (2007)
211.33	1.751	-0.488	64937	Kroon et al. (2007)
211.36	1.629	-0.805	64944	Kroon et al. (2007)
211.39	1.814	-0.454	64950	Kroon et al. (2007)
211.42	1.925	-0.457	64957	Kroon et al. (2007)
211.45	1.961	-0.308	64964	Kroon et al. (2007)
211.48	2.083	-0.295	64970	Kroon et al. (2007)
211.51	2.069	-0.293	64977	Kroon et al. (2007)
211.54	2.099	-0.270	64984	Kroon et al. (2007)
211.57	2.065	-0.280	64991	Kroon et al. (2007)
211.60	2.052	-0.293	64998	Kroon et al. (2007)
211.63	2.035	-0.335	65004	Kroon et al. (2007)
211.66	2.160	-0.130	65011	Kroon et al. (2007)
211.69	2.012	-0.405	65018	Kroon et al. (2007)
211.75	2.138	-0.079	65032	Kroon et al. (2007)
211.78	2.066	-0.251	65037	Kroon et al. (2007)
211.81	1.857	-0.252	65042	Kroon et al. (2007)
211.84	1.826	-0.288	65047	Kroon et al. (2007)
211.87	2.039	-0.063	65051	Kroon et al. (2007)
211.90	2.012	-0.147	65056	Kroon et al. (2007)
211.93	2.088	-0.060	65061	Kroon et al. (2007)
211.94	1.984	-0.164	65062	Kroon et al. (2007)
212.00	2.007	-0.274	65072	Kroon et al. (2007)
212.03	2.017	-0.308	65076	Kroon et al. (2007)
212.06	2.009	-0.352	65081	Kroon et al. (2007)
212.09	2.124	-0.372	65086	Kroon et al. (2007)
212.12	2.141	-0.299	65091	Kroon et al. (2007)
212.15	1.939	-0.360	65095	Kroon et al. (2007)
212.18	2.016	-0.273	65100	Kroon et al. (2007)
212.21	2.089	-0.193	65105	Kroon et al. (2007)
212.24	2.038	-0.216	65109	Kroon et al. (2007)
212.27	1.953	-0.127	65114	Kroon et al. (2007)
212.30	1.875	-0.467	65119	Kroon et al. (2007)
212.33	2.004	-0.437	65123	Kroon et al. (2007)
212.36	1.808	-0.478	65128	Kroon et al. (2007)
212.39	1.986	-0.390	65133	Kroon et al. (2007)
212.42	2.045	-0.394	65137	Kroon et al. (2007)
212.45	1.885	-0.375	65141	Kroon et al. (2007)
212.51	1.760	-0.433	65150	Kroon et al. (2007)
212.54	1.821	-0.378	65154	Kroon et al. (2007)
212.57	1.905	-0.314	65158	Kroon et al. (2007)
212.60	1.839	-0.364	65162	Kroon et al. (2007)
212.63	1.797	-0.474	65167	Kroon et al. (2007)
212.66	1.840	-0.344	65171	Kroon et al. (2007)
212.69	1.921	-0.315	65175	Kroon et al. (2007)
212.72	1.732	-0.382	65179	Kroon et al. (2007)
212.75	1.776	-0.462	65183	Kroon et al. (2007)
212.78	1.666	-0.537	65188	Kroon et al. (2007)
212.81	1.753	-0.528	65192	Kroon et al. (2007)
212.84	1.628	-0.777	65196	Kroon et al. (2007)
212.87	1.594	-0.545	65200	Kroon et al. (2007)
212.91	1.705	-0.467	65206	Kroon et al. (2007)
212.94	1.614	-0.428	65210	Kroon et al. (2007)
212.97	1.419	-0.715	65214	Kroon et al. (2007)
213.00	1.428	-0.694	65219	Kroon et al. (2007)
213.03	1.696	-0.585	65223	Kroon et al. (2007)
213.06	1.641	-0.554	65233	Kroon et al. (2007)
213.09	1.835	-0.426	65243	Kroon et al. (2007)
213.12	1.562	-0.499	65255	Kroon et al. (2007)
213.15	1.287	-0.645	65267	Kroon et al. (2007)
213.18	1.265	-0.602	65279	Kroon et al. (2007)
213.24	1.260	-0.691	65303	Kroon et al. (2007)
213.27	1.493	-0.436	65313	Kroon et al. (2007)
213.30	1.448	-0.694	65323	Kroon et al. (2007)
213.33	1.479	-0.588	65333	Kroon et al. (2007)
213.36	1.406	-0.618	65339	Kroon et al. (2007)
213.39	1.354	-0.915	65344	Kroon et al. (2007)
213.42	1.547	-0.335	65349	Kroon et al. (2007)
213.45	1.563	-0.356	65354	Kroon et al. (2007)
213.48	1.650	-0.295	65360	Kroon et al. (2007)
213.51	1.552	-0.354	65365	Kroon et al. (2007)
213.54	1.560	-0.390	65370	Kroon et al. (2007)
213.57	1.481	-0.485	65375	Kroon et al. (2007)
213.60	1.406	-0.478	65381	Kroon et al. (2007)
213.63	1.457	-0.429	65387	Kroon et al. (2007)
213.67	1.376	-0.392	65393	Kroon et al. (2007)
213.70	1.433	-0.541	65398	Kroon et al. (2007)
213.73	1.262	-0.471	65403	Kroon et al. (2007)
213.76	1.240	-0.455	65409	Kroon et al. (2007)
213.79	1.159	-0.596	65414	Kroon et al. (2007)
213.82	1.322	-0.361	65419	Kroon et al. (2007)
213.85	1.308	-0.520	65425	Kroon et al. (2007)
213.88	1.393	-0.417	65430	Kroon et al. (2007)
213.91	1.387	-0.348	65436	Kroon et al. (2007)
213.94	1.350	-0.312	65441	Kroon et al. (2007)
213.97	1.472	-0.228	65447	Kroon et al. (2007)
214.00	1.564	-0.261	65453	Kroon et al. (2007)
214.03	1.460	-0.252	65459	Kroon et al. (2007)
214.06	1.456	-0.176	65465	Kroon et al. (2007)
214.09	1.449	-0.229	65471	Kroon et al. (2007)
214.12	1.486	-0.135	65477	Kroon et al. (2007)
214.15	1.474	-0.205	65484	Kroon et al. (2007)
214.18	1.513	-0.111	65490	Kroon et al. (2007)
214.21	1.522	-0.045	65496	Kroon et al. (2007)
214.24	1.558	-0.225	65502	Kroon et al. (2007)
214.27	1.518	-0.055	65508	Kroon et al. (2007)
214.30	1.578	0.000	65514	Kroon et al. (2007)
214.33	1.522	-0.045	65520	Kroon et al. (2007)
214.36	1.558	-0.225	65526	Kroon et al. (2007)
214.39	1.518	-0.055	65531	Kroon et al. (2007)
214.42	1.578	0.000	65538	Kroon et al. (2007)
214.45	1.546	0.011	65544	Kroon et al. (2007)
214.48	1.623	-0.008	65550	Kroon et al. (2007)
214.51	1.622	0.047	65556	Kroon et al. (2007)
214.54	1.581	0.055	65562	Kroon et al. (2007)
214.57	1.572	0.013	65568	Kroon et al. (2007)
214.60	1.494	0.001	65574	Kroon et al. (2007)
214.63	1.548	-0.060	65580	Kroon et al. (2007)
214.64	1.467	-0.425	65582	Kroon et al. (2007)
214.64	1.412	-0.444	65583	Kroon et al. (2007)
214.65	1.400	-0.380	65584	Kroon et al. (2007)
214.66	1.342	-0.211	65586	Kroon et al. (2007)
214.67	1.338	-0.271	65588	Kroon et al. (2007)
214.68	1.398	-0.150	65589	Kroon et al. (2007)
214.69	1.340	-0.132	65591	Kroon et al. (2007)
214.69	1.366	-0.075	65592	Kroon et al. (2007)
214.70	1.254	-0.174	65594	Kroon et al. (2007)
214.71	1.361	-0.187	65595	Kroon et al. (2007)
214.72	1.276	-0.140	65597	Kroon et al. (2007)
214.73	1.258	-0.237	65598	Kroon et al. (2007)
214.74	1.115	-0.332	65600	Kroon et al. (2007)
214.74	1.200	-0.253	65602	Kroon et al. (2007)
214.75	1.262	-0.211	65604	Kroon et al. (2007)
214.76	1.209	-0.133	65605	Kroon et al. (2007)
214.77	1.329	0.060	65607	Kroon et al. (2007)
214.78	1.284	0.013	65608	Kroon et al. (2007)
214.79	1.104	-0.151	65610	Kroon et al. (2007)
214.79	1.356	0.165	65612	Kroon et al. (2007)
214.80	1.243	0.033	65615	Kroon et al. (2007)
214.81	1.024	-0.148	65617	Kroon et al. (2007)
214.82	1.230	-0.009	65620	Kroon et al. (2007)
214.83	1.100	-0.236	65623	Kroon et al. (2007)
214.84	1.312	0.093	65625	Kroon et al. (2007)
214.86	1.310	0.081	65628	Kroon et al. (2007)
214.87	1.114	-0.156	65630	Kroon et al. (2007)
214.88	1.226	-0.112	65633	Kroon et al. (2007)
214.89	1.480	0.096	65638	Kroon et al. (2007)
214.90	1.325	-0.008	65641	Kroon et al. (2007)
214.91	1.396	0.040	65644	Kroon et al. (2007)
214.93	1.359	-0.025	65646	Kroon et al. (2007)
214.94	1.279	-0.168	65649	Kroon et al. (2007)
214.95	1.490	-0.027	65654	Kroon et al. (2007)
214.96	1.420	0.174	65657	Kroon et al. (2007)
214.97	1.651	0.368	65658	Kroon et al. (2007)
214.98	1.448	0.063	65660	Kroon et al. (2007)
214.98	1.249	-0.102	65662	Kroon et al. (2007)
214.99	1.263	-0.137	65664	Kroon et al. (2007)
215.00	1.435	-0.043	65666	Kroon et al. (2007)
215.01	1.305	-0.179	65668	Kroon et al. (2007)
215.02	1.295	-0.002	65670	Kroon et al. (2007)
215.02	1.334	-0.011	65672	Kroon et al. (2007)
215.03	1.420	0.187	65675	Kroon et al. (2007)
215.04	1.171	-0.231	65678	Kroon et al. (2007)
215.05	1.336	-0.248	65679	Kroon et al. (2007)
215.06	1.313	-0.465	65681	Kroon et al. (2007)
215.06	1.161	-0.301	65683	Kroon et al. (2007)
215.07	1.129	-0.403	65685	Kroon et al. (2007)
215.08	1.256	-0.227	65688	Kroon et al. (2007)
215.09	1.150	-0.421	65690	Kroon et al. (2007)
215.10	1.164	-0.355	65691	Kroon et al. (2007)
215.11	1.188	-0.321	65693	Kroon et al. (2007)
215.11	1.156	-0.293	65696	Kroon et al. (2007)
215.12	1.140	-0.313	65699	Kroon et al. (2007)
215.13	1.219	-0.358	65701	Kroon et al. (2007)
215.14	1.097	-0.350	65703	Kroon et al. (2007)
215.15	0.944	-0.451	65704	Kroon et al. (2007)
215.15	0.975	-0.428	65706	Kroon et al. (2007)
215.16	0.963	-0.463	65709	Kroon et al. (2007)
215.17	1.132	-0.290	65712	Kroon et al. (2007)
215.18	0.766	-0.523	65712	Kroon et al. (2007)
215.19	0.694	-0.495	65714	Kroon et al. (2007)
215.19	1.067	-0.269	65717	Kroon et al. (2007)
215.20	1.128	-0.086	65719	Kroon et al. (2007)
215.21	0.753	-0.641	65720	Kroon et al. (2007)
215.22	0.945	-0.480	65724	Kroon et al. (2007)
215.23	0.888	-0.641	65729	Kroon et al. (2007)
215.23	1.049	-0.276	65733	Kroon et al. (2007)
215.24	0.939	-0.008	65737	Kroon et al. (2007)
215.25	0.954	-0.515	65740	Kroon et al. (2007)
215.26	0.940	-0.279	65746	Kroon et al. (2007)
215.27	1.298	-0.093	65749	Kroon et al. (2007)
215.28	0.978	-0.273	65753	Kroon et al. (2007)
215.29	0.989	-0.337	65757	Kroon et al. (2007)
215.30	1.071	-0.327	65762	Kroon et al. (2007)
215.31	1.023	-0.642	65766	Kroon et al. (2007)
215.32	1.123	0.095	65770	Kroon et al. (2007)
215.33	1.057	-0.647	65774	Kroon et al. (2007)
215.34	1.098	-0.329	65779	Kroon et al. (2007)
215.35	1.011	-0.458	65783	Kroon et al. (2007)
215.36	1.001	-0.397	65787	Kroon et al. (2007)
215.37	1.054	-0.547	65792	Kroon et al. (2007)
215.38	0.996	-0.354	65796	Kroon et al. (2007)
215.39	1.097	-0.319	65800	Kroon et al. (2007)
215.40	0.903	-0.341	65804	Kroon et al. (2007)
215.41	0.891	-0.460	65809	Kroon et al. (2007)
215.42	0.910	-0.157	65813	Kroon et al. (2007)
215.43	0.591	-0.157	65817	Kroon et al. (2007)
215.44	0.971	0.325	65822	Kroon et al. (2007)
215.45	0.863	0.265	65826	Kroon et al. (2007)
215.46	0.830	0.022	65829	Kroon et al. (2007)
215.47	0.602	-0.068	65831	Kroon et al. (2007)
215.48	0.739	-0.171	65833	Kroon et al. (2007)
215.49	0.583	-0.104	65836	Kroon et al. (2007)
215.50	0.690	-0.400	65838	Kroon et al. (2007)
215.51	0.728	-0.126	65840	Kroon et al. (2007)
