/* DATA DESCRIPTION:
Citation:	Zachos, James C; McCarren, Heather K; Murphy, Brandon; Röhl, Ursula; Westerhold, Thomas (2010): (Figure 2) Stable carbon and oxygen isotope records of ODP Site 208-1262 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.756583, 
	Supplement to: Zachos, JC et al. (2010): Tempo and scale of late Paleocene and early Eocene carbon isotope cycles: Implications for the origin of hyperthermals. Earth and Planetary Science Letters, 299(1-2), 242-249, https://doi.org/10.1016/j.epsl.2010.09.004
Abstract:	The upper Paleocene and lower Eocene are marked by several prominent (> 1 per mill) carbon isotope (d13C) excursions (CIE) that coincide with transient global warmings, or thermal maxima, including the Paleocene-Eocene Thermal Maximum (PETM). The CIE, which are recorded mainly in marine sedimentary sequences, have also been identified in continental sequences, occurred episodically, and yet appear to be paced or triggered by orbital forcing. To constrain the timing and scale of the CIE relative to long-term baseline variability, we have constructed a 4.52 million year (myr) long, high-resolution (~ 3 kyr) bulk sediment carbon isotope record spanning the lower Eocene to upper Paleocene (C25r-C24n) from a pelagic sediment section recovered at ODP Site 1262 in the southeast Atlantic. This section, which was orbitally-tuned utilizing high-resolution core log physical property and geochemical records, is the most stratigraphically complete upper Paleocene to lower Eocene sequence recovered to date. Time-series analysis of the carbon isotope record along with a high-resolution Fe intensity record obtained by XRF core scanner reveal cyclicity with variance concentrated primarily in the precession (21 kyr) and eccentricity bands (100 and 400-kyr) throughout the upper Paleocene-lower Eocene. In general, minima in d13C correspond with peaks in Fe (i.e., carbonate dissolution), both of which appear to be in phase with maxima in eccentricity. This covariance is consistent with excess oceanic uptake of isotopically depleted carbon resulting in lower carbonate saturation during periods of high eccentricity. This relationship includes all late Paleocene and early Eocene CIE confirming pacing by orbital forcing. The lone exception is the PETM, which appears to be out of phase with the 400-kyr cycle, though possibly in phase with the 100-kyr cycle, reinforcing the notion that a mechanism other than orbital forcing and/or an additional source of carbon is required to account for the occurrence and unusual scale of this event.
Project(s):	Center for Marine Environmental Sciences (MARUM) (URI: https://www.marum.de/en/)
	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	LATITUDE: -27.185833 * LONGITUDE: 1.577000
	DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00
	MINIMUM DEPTH, sediment/rock: 96.27 m * MAXIMUM DEPTH, sediment/rock: 142.65 m
Event(s):	208-1262 * LATITUDE: -27.185833 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00 * ELEVATION: -4755.4 m * Penetration: 583.9 m * Recovery: 502.5 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 (URI: https://doi.org/10.2973/odp.proc.ir.208.2004) * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 54 cores; 493.9 m cored; 90 m drilled; 101.7 % recovery
Comment:	The isotope records are composites of the splice from the A and B holes of Site 1262, and include published data for the PETM and ETM-2 (Lourens et al., 2005; Zachos et al., 2005).
	See also Westerhold et al. (2007) doi:10.1594/PANGAEA.603177
	Depth, sediment are meters below seafloor (mbsf)
Parameter(s):	Sample code/label (Sample label) * PI: Zachos, James C (https://orcid.org/0000-0001-8439-1886, jzachos@ernerald.ucsc.edu) * METHOD/DEVICE: DSDP/ODP/IODP sample designation (URI: hdl:10013/epic.27914.d001)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE
	Depth, composite [mcd] (Depth comp) * PI: Zachos, James C (https://orcid.org/0000-0001-8439-1886, jzachos@ernerald.ucsc.edu) * METHOD/DEVICE: Intercore correlation
	Age, relative [ka] (Age rel) * PI: Zachos, James C (https://orcid.org/0000-0001-8439-1886, jzachos@ernerald.ucsc.edu)
	Comment (Comment) * PI: Zachos, James C (https://orcid.org/0000-0001-8439-1886, jzachos@ernerald.ucsc.edu) * COMMENT: Hole
	δ13C, carbonate [‰ PDB] (δ13C carb) * PI: Zachos, James C (https://orcid.org/0000-0001-8439-1886, jzachos@ernerald.ucsc.edu) * METHOD/DEVICE: Mass spectrometry (MS)
	δ18O, carbonate [‰ PDB] (δ18O carb) * PI: Zachos, James C (https://orcid.org/0000-0001-8439-1886, jzachos@ernerald.ucsc.edu) * METHOD/DEVICE: Mass spectrometry (MS)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	10864 data points
*/
Sample label	Depth sed [m]	Depth comp [mcd]	Age rel [ka]	Comment	δ13C carb [‰ PDB]	δ18O carb [‰ PDB]
208-1262B-14H-3,94-95	118.84	130.73	795	B	1.71	-0.50
208-1262B-14H-3,97-98	118.87	130.76	792	B	1.75	-0.48
208-1262B-14H-3,100-101	118.90	130.79	790	B	1.79	-0.45
208-1262B-14H-3,103-104	118.93	130.82	788	B	1.84	-0.37
208-1262B-14H-3,106-107	118.96	130.85	786	B	1.89	-0.26
208-1262B-14H-3,109-110	118.99	130.88	784	B	1.86	-0.31
208-1262B-14H-3,112-113	119.02	130.91	782	B	1.89	-0.28
208-1262B-14H-3,115-116	119.05	130.94	780	B	1.81	-0.38
208-1262B-14H-3,118-119	119.08	130.97	777	B	1.69	-0.47
208-1262B-14H-3,121-122	119.11	131.00	774	B	1.60	-0.52
208-1262B-14H-3,124-125	119.14	131.03	770	B	1.68	-0.62
208-1262B-14H-3,127-128	119.17	131.06	767	B	1.76	-0.40
208-1262B-14H-3,130-131	119.20	131.09	764	B	1.75	-0.43
208-1262B-14H-3,133-134	119.23	131.12	761	B	1.77	-0.40
208-1262B-14H-3,136-137	119.26	131.15	758	B	1.78	-0.50
208-1262B-14H-3,139-140	119.29	131.18	756	B	1.66	-0.58
208-1262B-14H-3,142-143	119.32	131.21	754	B	1.57	-0.46
208-1262B-14H-3,145-146	119.35	131.24	751	B	1.68	-0.65
208-1262B-14H-3,148-149	119.38	131.27	749	B	1.70	-0.65
208-1262B-14H-4,1-2	119.41	131.30	747	B	1.89	-0.45
208-1262B-14H-4,4-5	119.44	131.33	745	B	1.94	-0.53
208-1262B-14H-4,7-8	119.47	131.36	742	B	1.95	-0.42
208-1262B-14H-4,10-11	119.50	131.39	740	B	1.98	-0.44
208-1262B-14H-4,13-14	119.53	131.42	738	B	1.86	-0.56
208-1262B-14H-4,16-17	119.56	131.45	736	B	1.95	-0.39
208-1262B-14H-4,19-20	119.59	131.48	734	B	1.91	-0.45
208-1262B-14H-4,22-23	119.62	131.51	732	B	1.87	-0.35
208-1262B-14H-4,25-26	119.65	131.54	730	B	1.90	-0.50
208-1262B-14H-4,28-29	119.68	131.57	728	B	1.89	-0.60
208-1262B-14H-4,31-32	119.71	131.60	727	B	1.90	-0.53
208-1262B-14H-4,34-35	119.74	131.63	725	B	1.94	-0.50
208-1262B-14H-4,37-38	119.77	131.66	723	B	1.92	-0.56
208-1262B-14H-4,40-41	119.80	131.69	721	B	1.94	-0.53
208-1262B-14H-4,43-44	119.83	131.72	719	B	1.96	-0.54
208-1262B-14H-4,46-47	119.86	131.75	717	B	1.97	-0.54
208-1262B-14H-4,49-50	119.89	131.78	715	B	1.98	-0.38
208-1262B-14H-4,52-53	119.92	131.81	713	B	1.91	-0.37
208-1262B-14H-4,55-56	119.95	131.84	711	B	1.89	-0.40
208-1262B-14H-4,58-59	119.98	131.87	710	B	1.88	-0.33
208-1262B-14H-4,61-62	120.01	131.90	708	B	1.86	-0.45
208-1262B-14H-4,64-65	120.04	131.93	706	B	1.85	-0.40
208-1262B-14H-4,67-68	120.07	131.96	704	B	1.87	-0.35
208-1262B-14H-4,70-71	120.10	131.99	702	B	1.90	-0.29
208-1262B-14H-4,73-74	120.13	132.02	700	B	1.91	-0.37
208-1262B-14H-4,76-77	120.16	132.05	698	B	1.93	-0.52
208-1262B-14H-4,79-80	120.19	132.08	696	B	1.91	-0.35
208-1262B-14H-4,82-83	120.22	132.11	694	B	1.81	-0.44
208-1262B-14H-4,85-86	120.25	132.14	692	B	1.87	-0.58
208-1262B-14H-4,88-89	120.28	132.17	689	B	1.63	-0.53
208-1262B-14H-4,91-92	120.31	132.20	687	B	1.74	-0.59
208-1262B-14H-4,94-95	120.34	132.23	684	B	1.88	-0.38
208-1262B-14H-4,97-98	120.37	132.26	682	B	1.90	-0.58
208-1262B-14H-4,100-101	120.40	132.29	679	B	1.84	-0.54
208-1262B-14H-4,103-104	120.43	132.32	677	B	1.89	-0.56
208-1262B-14H-4,106-107	120.46	132.35	674	B	1.87	-0.59
208-1262B-14H-4,109-110	120.49	132.38	672	B	1.79	-0.62
208-1262B-14H-4,112-113	120.52	132.41	669	B	1.84	-0.59
208-1262B-14H-4,115-116	120.55	132.44	667	B	1.87	-0.54
208-1262B-14H-4,118-119	120.58	132.47	664	B	1.92	-0.46
208-1262B-14H-4,121-122	120.61	132.50	661	B	2.01	-0.30
208-1262B-14H-4,124-125	120.64	132.53	659	B	2.01	-0.31
208-1262B-14H-4,127-128	120.67	132.56	656	B	1.98	-0.29
208-1262B-14H-4,130-131	120.70	132.59	654	B	2.02	-0.49
208-1262B-14H-4,133-134	120.73	132.62	652	B	1.82	-0.62
208-1262B-14H-4,136-137	120.76	132.65	650	B	1.92	-0.31
208-1262B-14H-4,139-140	120.79	132.68	648	B	1.78	-0.63
208-1262B-14H-4,142-143	120.82	132.71	646	B	1.89	-0.47
208-1262B-14H-4,145-146	120.85	132.74	644	B	1.94	-0.51
208-1262B-14H-4,148-149	120.88	132.77	642	B	2.01	-0.47
208-1262B-14H-5,1-2	120.91	132.80	640	B	1.97	-0.35
208-1262B-14H-5,4-5	120.94	132.83	638	B	2.00	-0.34
208-1262B-14H-5,7-8	120.97	132.86	636	B	1.95	-0.47
208-1262B-14H-5,10-11	121.00	132.89	634	B	1.95	-0.43
208-1262B-14H-5,13-14	121.03	132.92	632	B	1.95	-0.46
208-1262B-14H-5,16-17	121.06	132.95	630	B	1.90	-0.38
208-1262B-14H-5,19-20	121.09	132.98	628	B	1.87	-0.38
208-1262B-14H-5,22-23	121.12	133.01	626	B	1.87	-0.37
208-1262B-14H-5,25-26	121.15	133.04	624	B	1.85	-0.34
208-1262B-14H-5,28-29	121.18	133.07	622	B	1.84	-0.31
208-1262B-14H-5,31-32	121.21	133.10	620	B	1.83	-0.28
208-1262B-14H-5,34-35	121.24	133.13	618	B	1.87	-0.34
208-1262B-14H-5,37-38	121.27	133.16	616	B	1.88	-0.36
208-1262B-14H-5,40-41	121.30	133.19	614	B	1.88	-0.36
208-1262B-14H-5,43-44	121.33	133.22	612	B	1.89	-0.38
208-1262B-14H-5,46-47	121.36	133.25	610	B	1.88	-0.41
208-1262B-14H-5,49-50	121.39	133.28	608	B	1.82	-0.44
208-1262B-14H-5,52-53	121.42	133.31	606	B	1.78	-0.41
208-1262B-14H-5,55-56	121.45	133.34	604	B	1.78	-0.47
208-1262B-14H-5,58-59	121.48	133.37	602	B	1.74	-0.49
208-1262B-14H-5,61-62	121.51	133.40	600	B	1.75	-0.48
208-1262B-14H-5,64-65	121.54	133.43	598	B	1.78	-0.31
208-1262B-14H-5,67-68	121.57	133.46	596	B	1.78	-0.32
208-1262B-14H-5,70-71	121.60	133.49	594	B	1.76	-0.40
208-1262B-14H-5,73-74	121.63	133.52	592	B	1.73	-0.46
208-1262B-14H-5,76-77	121.66	133.55	590	B	1.65	-0.61
208-1262B-14H-5,79-80	121.69	133.58	588	B	1.56	-0.67
208-1262B-14H-5,82-83	121.72	133.61	586	B	1.57	-0.69
208-1262B-14H-5,85-86	121.75	133.64	583	B	1.62	-0.66
208-1262B-14H-5,88-89	121.78	133.67	581	B	1.67	-0.61
208-1262B-14H-5,91-92	121.81	133.70	579	B	1.79	-0.53
208-1262B-14H-5,94-95	121.84	133.73	577	B	1.83	-0.48
208-1262B-14H-5,97-98	121.87	133.76	574	B	1.83	-0.49
208-1262B-14H-5,100-101	121.90	133.79	572	B	1.83	-0.48
208-1262B-14H-5,103-104	121.93	133.82	570	B	1.80	-0.56
208-1262B-14H-5,106-107	121.96	133.85	568	B	1.82	-0.48
208-1262B-14H-5,109-110	121.99	133.88	566	B	1.77	-0.66
208-1262B-14H-5,112-113	122.02	133.91	564	B	1.79	-0.64
208-1262B-14H-5,115-116	122.05	133.94	562	B	1.81	-0.60
208-1262A-13H-2,34-35	115.84	133.95	561	A	1.88	-0.48
208-1262B-14H-5,118-119	122.08	133.97	560	B	1.94	-0.38
208-1262A-13H-2,37-38	115.87	133.98	559	A	1.84	-0.44
208-1262B-14H-5,121-122	122.11	134.00	558	B	1.88	-0.34
208-1262A-13H-2,40-41	115.90	134.01	557	A	1.88	-0.27
208-1262B-14H-5,124-125	122.14	134.03	556	B	1.91	-0.37
208-1262A-13H-2,43-44	115.93	134.04	555	A	1.87	-0.27
208-1262A-13H-2,46-47	115.96	134.07	553	A	1.86	-0.42
208-1262A-13H-2,49-50	115.99	134.10	551	A	1.87	-0.45
208-1262A-13H-2,52-53	116.02	134.13	549	A	1.85	-0.44
208-1262A-13H-2,55-56	116.05	134.16	546	A	1.78	-0.52
208-1262A-13H-2,58-59	116.08	134.19	543	A	1.83	-0.41
208-1262A-13H-2,61-62	116.11	134.22	540	A	1.86	-0.42
208-1262A-13H-2,64-65	116.14	134.25	537	A	1.86	-0.35
208-1262A-13H-2,67-68	116.17	134.28	534	A	1.97	-0.26
208-1262A-13H-2,70-71	116.20	134.31	531	A	1.88	-0.31
208-1262A-13H-2,73-74	116.23	134.34	528	A	1.91	-0.39
208-1262A-13H-2,76-77	116.26	134.37	525	A	1.87	-0.39
208-1262A-13H-2,79-80	116.29	134.40	522	A	1.84	-0.49
208-1262A-13H-2,82-83	116.32	134.43	519	A	1.84	-0.41
208-1262A-13H-2,85-86	116.35	134.46	516	A	1.85	-0.49
208-1262A-13H-2,88-89	116.38	134.49	513	A	1.89	-0.42
208-1262A-13H-2,91-92	116.41	134.52	511	A	1.86	-0.44
208-1262A-13H-2,94-95	116.44	134.55	508	A	1.86	-0.38
208-1262A-13H-2,97-98	116.47	134.58	505	A	1.88	-0.38
208-1262A-13H-2,100-101	116.50	134.61	502	A	1.85	-0.40
208-1262A-13H-2,103-104	116.53	134.64	499	A	1.92	-0.37
208-1262A-13H-2,106-107	116.56	134.67	496	A	1.91	-0.42
208-1262A-13H-2,109-110	116.59	134.70	493	A	1.93	-0.42
208-1262A-13H-2,112-113	116.62	134.73	490	A	1.81	-0.58
208-1262A-13H-2,115-116	116.65	134.76	487	A	1.85	-0.52
208-1262A-13H-2,118-119	116.68	134.79	484	A	1.88	-0.48
208-1262A-13H-2,121-122	116.71	134.82	481	A	1.81	-0.47
208-1262A-13H-2,124-125	116.74	134.85	478	A	1.76	-0.50
208-1262A-13H-2,127-128	116.77	134.88	475	A	1.77	-0.53
208-1262A-13H-2,130-131	116.80	134.91	472	A	1.75	-0.54
208-1262A-13H-2,133-134	116.83	134.94	469	A	1.86	-0.52
208-1262A-13H-2,136-137	116.86	134.97	466	A	1.86	-0.51
208-1262A-13H-2,139-140	116.89	135.00	463	A	1.94	-0.39
208-1262A-13H-2,142-143	116.92	135.03	460	A	1.94	-0.39
208-1262A-13H-2,145-146	116.95	135.06	457	A	1.91	-0.43
208-1262A-13H-2,148-149	116.98	135.09	454	A	1.91	-0.47
208-1262A-13H-3,1-2	117.01	135.12	451	A	1.90	-0.37
208-1262A-13H-3,4-5	117.04	135.15	448	A	1.88	-0.43
208-1262A-13H-3,7-8	117.07	135.18	445	A	1.86	-0.43
208-1262A-13H-3,10-11	117.10	135.21	443	A	1.90	-0.39
208-1262A-13H-3,13-14	117.13	135.24	441	A	1.91	-0.33
208-1262A-13H-3,16-17	117.16	135.27	439	A	1.95	-0.30
208-1262A-13H-3,19-20	117.19	135.30	437	A	1.91	-0.32
208-1262A-13H-3,22-23	117.22	135.33	436	A	1.91	-0.32
208-1262A-13H-3,25-26	117.25	135.36	434	A	1.87	-0.26
208-1262A-13H-3,28-29	117.28	135.39	432	A	1.88	-0.39
208-1262A-13H-3,31-32	117.31	135.42	430	A	1.96	-0.34
208-1262A-13H-3,34-35	117.34	135.45	428	A	1.92	-0.43
208-1262A-13H-3,37-38	117.37	135.48	426	A	1.92	-0.31
208-1262A-13H-3,40-41	117.40	135.51	425	A	1.90	-0.26
208-1262A-13H-3,43-44	117.43	135.54	423	A	1.88	-0.34
208-1262A-13H-3,46-47	117.46	135.57	421	A	1.86	-0.34
208-1262A-13H-3,49-50	117.49	135.60	419	A	1.84	-0.41
208-1262A-13H-3,52-53	117.52	135.63	417	A	1.91	-0.39
208-1262A-13H-3,55-56	117.55	135.66	415	A	1.81	-0.49
208-1262A-13H-3,58-59	117.58	135.69	413	A	1.91	-0.35
208-1262A-13H-3,61-62	117.61	135.72	412	A	1.85	-0.41
208-1262A-13H-3,64-65	117.64	135.75	410	A	1.87	-0.34
208-1262A-13H-3,67-68	117.67	135.78	408	A	1.87	-0.24
208-1262A-13H-3,70-71	117.70	135.81	406	A	1.90	-0.31
208-1262A-13H-3,73-74	117.73	135.84	404	A	1.88	-0.33
208-1262A-13H-3,76-77	117.76	135.87	402	A	1.86	-0.39
208-1262A-13H-3,79-80	117.79	135.90	400	A	1.82	-0.56
208-1262A-13H-3,82-83	117.82	135.93	397	A	1.83	-0.56
208-1262A-13H-3,85-86	117.85	135.96	394	A	1.83	-0.56
208-1262A-13H-3,88-89	117.88	135.99	391	A	1.88	-0.53
208-1262A-13H-3,91-92	117.91	136.02	388	A	1.89	-0.46
208-1262A-13H-3,94-95	117.94	136.05	385	A	1.92	-0.36
208-1262A-13H-3,97-98	117.97	136.08	382	A	1.87	-0.36
208-1262A-13H-3,100-101	118.00	136.11	379	A	1.80	-0.50
208-1262A-13H-3,103-104	118.03	136.14	376	A	1.81	-0.48
208-1262A-13H-3,106-107	118.06	136.17	373	A	1.77	-0.50
208-1262A-13H-3,109-110	118.09	136.20	370	A	1.77	-0.51
208-1262A-13H-3,112-113	118.12	136.23	368	A	1.80	-0.44
208-1262A-13H-3,115-116	118.15	136.26	365	A	1.81	-0.38
208-1262A-13H-3,118-119	118.18	136.29	362	A	1.85	-0.29
208-1262A-13H-3,121-122	118.21	136.32	359	A	1.80	-0.29
208-1262A-13H-3,124-125	118.24	136.35	356	A	1.75	-0.38
208-1262A-13H-3,127-128	118.27	136.38	354	A	1.74	-0.58
208-1262A-13H-3,130-131	118.30	136.41	351	A	1.72	-0.73
208-1262A-13H-3,133-134	118.33	136.44	349	A	1.77	-0.67
208-1262A-13H-3,136-137	118.36	136.47	346	A	1.92	-0.43
208-1262A-13H-3,139-140	118.39	136.50	344	A	1.97	-0.37
208-1262A-13H-3,142-143	118.42	136.53	341	A	2.01	-0.36
208-1262A-13H-3,145-146	118.45	136.56	339	A	1.98	-0.33
208-1262A-13H-3,148-149	118.48	136.59	336	A	2.00	-0.28
208-1262A-13H-4,1-2	118.51	136.62	334	A	2.00	-0.25
208-1262A-13H-4,4-5	118.54	136.65	331	A	2.00	-0.28
208-1262A-13H-4,7-8	118.57	136.68	329	A	1.98	-0.28
208-1262A-13H-4,10-11	118.60	136.71	326	A	2.01	-0.31
208-1262A-13H-4,13-14	118.63	136.74	324	A	2.00	-0.29
208-1262B-15H-1,3-5	124.43	136.75	323	u-channel	2.03	-0.44
208-1262A-13H-4,16-17	118.66	136.77	321	A	1.97	-0.40
208-1262B-15H-1,6-8	124.46	136.78	321	u-channel	2.03	-0.39
208-1262A-13H-4,19-20	118.69	136.80	319	A	1.96	-0.40
208-1262B-15H-1,9-11	124.49	136.81	318	u-channel	2.03	-0.44
208-1262A-13H-4,22-23	118.72	136.83	316	A	1.97	-0.37
208-1262A-13H-4,25-26	118.75	136.86	313	A	1.97	-0.39
208-1262B-15H-1,15-17	124.55	136.87	312	u-channel	2.00	-0.44
208-1262A-13H-4,28-29	118.78	136.89	311	A	1.97	-0.34
208-1262B-15H-1,18-20	124.58	136.90	310	u-channel	1.98	-0.42
208-1262A-13H-4,31-32	118.81	136.92	308	A	1.99	-0.26
208-1262B-15H-1,21-23	124.61	136.93	307	u-channel	1.98	-0.51
208-1262A-13H-4,34-35	118.84	136.95	305	A	1.96	-0.33
208-1262B-15H-1,24-26	124.64	136.96	304	u-channel	1.90	-0.49
208-1262A-13H-4,37-38	118.87	136.98	302	A	1.96	-0.30
208-1262A-13H-4,40-41	118.90	137.01	300	A	1.96	-0.35
208-1262B-15H-1,30-32	124.70	137.02	299	u-channel	1.86	-0.56
208-1262A-13H-4,43-44	118.93	137.04	297	A	1.89	-0.33
208-1262B-15H-1,33-35	124.73	137.05	296	u-channel	1.89	-0.63
208-1262A-13H-4,46-47	118.96	137.07	294	A	1.90	-0.35
208-1262B-15H-1,36-38	124.76	137.08	293	u-channel	1.92	-0.49
208-1262A-13H-4,49-50	118.99	137.10	291	A	1.86	-0.37
208-1262B-15H-1,39-41	124.79	137.11	290	u-channel	1.92	-0.54
208-1262A-13H-4,52-53	119.02	137.13	289	A	1.90	-0.43
208-1262A-13H-4,55-56	119.05	137.16	286	A	1.92	-0.33
208-1262B-15H-1,45-47	124.85	137.17	285	u-channel	1.96	-0.44
208-1262A-13H-4,58-59	119.08	137.19	283	A	1.93	-0.32
208-1262B-15H-1,48-50	124.88	137.20	282	u-channel	1.95	-0.34
208-1262A-13H-4,61-62	119.11	137.22	281	A	1.92	-0.30
208-1262B-15H-1,51-53	124.91	137.23	280	u-channel	1.84	-0.54
208-1262A-13H-4,64-65	119.14	137.25	278	A	1.87	-0.38
208-1262A-13H-4,67-68	119.17	137.28	275	A	1.81	-0.40
208-1262B-15H-1,60-62	125.00	137.32	271	u-channel	1.88	-0.53
208-1262B-15H-1,63-65	125.03	137.35	269	u-channel	1.93	-0.58
208-1262B-15H-1,69-71	125.09	137.41	263	u-channel	2.00	-0.54
208-1262B-15H-1,75-77	125.15	137.47	258	u-channel	1.91	-0.62
208-1262B-15H-1,78-80	125.18	137.50	255	u-channel	1.86	-0.74
208-1262B-15H-1,81-83	125.21	137.53	252	u-channel	1.90	-0.69
208-1262B-15H-1,84-86	125.24	137.56	250	u-channel	1.97	-0.53
208-1262B-15H-1,90-92	125.30	137.62	245	u-channel	2.01	-0.59
208-1262B-15H-1,93-95	125.33	137.65	242	u-channel	2.06	-0.59
208-1262B-15H-1,96-98	125.36	137.68	240	u-channel	2.04	-0.58
208-1262B-15H-1,99-101	125.39	137.71	237	u-channel	1.99	-0.63
208-1262B-15H-1,105-107	125.45	137.77	233	u-channel	1.97	-0.65
208-1262B-15H-1,108-110	125.48	137.80	231	u-channel	1.98	-0.65
208-1262B-15H-1,111-113	125.51	137.83	229	u-channel	2.02	-0.64
208-1262B-15H-1,114-116	125.54	137.86	228	u-channel	2.06	-0.61
208-1262B-15H-1,120-122	125.60	137.92	224	u-channel	2.07	-0.58
208-1262B-15H-1,123-125	125.63	137.95	223	u-channel	2.05	-0.52
208-1262B-15H-1,126-128	125.66	137.98	221	u-channel	2.06	-0.43
208-1262B-15H-1,129-131	125.69	138.01	219	u-channel	2.08	-0.46
208-1262B-15H-1,135-137	125.75	138.07	216	u-channel	2.03	-0.49
208-1262B-15H-1,138-140	125.78	138.10	214	u-channel	1.99	-0.54
208-1262B-15H-1,141-143	125.81	138.13	212	u-channel	1.99	-0.56
208-1262B-15H-1,144-146	125.84	138.16	210	u-channel	1.98	-0.51
208-1262B-15H-2,0-2	125.90	138.22	205	u-channel	1.97	-0.41
208-1262B-15H-2,3-5	125.93	138.25	203	u-channel	2.02	-0.36
208-1262B-15H-2,6-8	125.96	138.28	200	u-channel	2.04	-0.34
208-1262B-15H-2,9-11	125.99	138.31	198	u-channel	1.97	-0.42
208-1262B-15H-2,12-14	126.02	138.34	195	u-channel	1.84	-0.72
208-1262B-15H-2,15-17	126.05	138.37	193	u-channel	1.93	-0.49
208-1262B-15H-2,18-20	126.08	138.40	191	u-channel	1.96	-0.57
208-1262B-15H-2,21-23	126.11	138.43	189	u-channel	1.85	-0.73
208-1262B-15H-2,24-26	126.14	138.46	187	u-channel	1.83	-0.66
208-1262B-15H-2,27-29	126.17	138.49	185	u-channel	1.88	-0.48
208-1262B-15H-2,30-32	126.20	138.52	184	u-channel	1.82	-0.62
208-1262B-15H-2,33-35	126.23	138.55	182	u-channel	1.84	-0.60
208-1262B-15H-2,36-38	126.26	138.58	180	u-channel	1.91	-0.44
208-1262B-15H-2,39-41	126.29	138.61	178	u-channel	1.88	-0.43
208-1262B-15H-2,42-44	126.32	138.64	176	u-channel	1.90	-0.47
208-1262B-15H-2,45-47	126.35	138.67	174	u-channel	1.88	-0.37
208-1262B-15H-2,48-50	126.38	138.70	173	u-channel	1.84	-0.36
208-1262B-15H-2,51-53	126.41	138.73	171	u-channel	1.80	-0.50
208-1262B-15H-2,57-59	126.47	138.79	167	u-channel	1.73	-0.58
208-1262B-15H-2,60-62	126.50	138.82	165	u-channel	1.76	-0.47
208-1262B-15H-2,63-65	126.53	138.85	162	u-channel	1.81	-0.36
208-1262B-15H-2,66-68	126.56	138.88	160	u-channel	1.82	-0.26
208-1262B-15H-2,69-71	126.59	138.91	158	u-channel	1.83	-0.38
208-1262B-15H-2,72-74	126.62	138.94	156	u-channel	1.77	-0.38
208-1262B-15H-2,75-77	126.65	138.97	154	u-channel	1.82	-0.31
208-1262B-15H-2,78-80	126.68	139.00	152	u-channel	1.85	-0.24
208-1262B-15H-2,81-83	126.71	139.03	150	u-channel	1.76	-0.52
208-1262B-15H-2,84-86	126.74	139.06	148	u-channel	1.80	-0.21
208-1262B-15H-2,87-89	126.77	139.09	146	u-channel	1.73	-0.54
208-1262B-15H-2,90-91	126.80	139.12	143	u-channel	1.80	-0.41
208-1262B-15H-2,91-92	126.81	139.13	143	u-channel	1.78	-0.34
208-1262B-15H-2,92-93	126.82	139.14	142	u-channel	1.76	-0.67
208-1262B-15H-2,93-94	126.83	139.15	141	u-channel	1.76	-0.48
208-1262B-15H-2,94-95	126.84	139.16	141	u-channel	1.83	-0.19
208-1262B-15H-2,95-96	126.85	139.17	140	u-channel	1.79	-0.30
208-1262B-15H-2,96-97	126.86	139.18	139	u-channel	1.86	-0.24
208-1262B-15H-2,97-98	126.87	139.19	138	u-channel	1.82	-0.39
208-1262B-15H-2,98-99	126.88	139.20	138	u-channel	1.70	-0.56
208-1262B-15H-2,99-100	126.89	139.21	137	u-channel	1.75	-0.37
208-1262B-15H-2,100-101	126.90	139.22	136	u-channel	1.78	-0.38
208-1262B-15H-2,101-102	126.91	139.23	136	u-channel	1.80	-0.25
208-1262B-15H-2,103-104	126.93	139.25	134	u-channel	1.79	-0.54
208-1262B-15H-2,104-105	126.94	139.26	133	u-channel	1.80	-0.32
208-1262B-15H-2,105-106	126.95	139.27	133	u-channel	1.80	-0.17
208-1262B-15H-2,106-107	126.96	139.28	132	u-channel	1.79	-0.37
208-1262B-15H-2,107-108	126.97	139.29	131	u-channel	1.81	-0.34
208-1262B-15H-2,108-109	126.98	139.30	130	u-channel	1.70	-0.62
208-1262B-15H-2,109-110	126.99	139.31	130	u-channel	1.79	-0.40
208-1262B-15H-2,110-111	127.00	139.32	129	u-channel	1.73	-0.36
208-1262B-15H-2,111-112	127.01	139.33	128	u-channel	1.74	-0.38
208-1262B-15H-2,112-113	127.02	139.34	127	u-channel	1.73	-0.37
208-1262B-15H-2,113-114	127.03	139.35	126	u-channel	1.64	-0.55
208-1262B-15H-2,114-115	127.04	139.36	125	u-channel	1.66	-0.45
208-1262B-15H-2,115-116	127.05	139.37	124	u-channel	1.68	-0.37
208-1262B-15H-2,116-117	127.06	139.38	123	u-channel	1.64	-0.37
