/* DATA DESCRIPTION:
Citation:	Littler, Kate; Röhl, Ursula; Westerhold, Thomas; Zachos, James C (2014): Bulk stable-isotope measurements of ODP Site 208-1262 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.833212, 
	In supplement to: Littler, K et al. (2014): A high-resolution benthic stable-isotope record for the South Atlantic: Implications for orbital-scale changes in Late Paleocene–Early Eocene climate and carbon cycling. Earth and Planetary Science Letters, 401, 18-30, https://doi.org/10.1016/j.epsl.2014.05.054
Further details:	Lourens, Lucas Joost; Sluijs, Appy; Kroon, Dick; Zachos, James C; Thomas, Ellen; Röhl, Ursula; Raffi, Isabella (2005): Astronomical pacing of late Palaeocene to early Eocene global warming events. Nature, 435(23), 1083-1087, https://doi.org/10.1038/nature03814
	Westerhold, Thomas; Röhl, Ursula; Raffi, Isabella; Fornaciari, Eliana; Monechi, Simonetta; Reale, Viviana; Bowles, Julie; Evans, Helen F (2008): Astronomical calibration of the Paleocene time. Palaeogeography, Palaeoclimatology, Palaeoecology, 257(4), 377-403, https://doi.org/10.1016/j.palaeo.2007.09.016
	Zachos, James C; McCarren, Heather K; Murphy, Brandon; Röhl, Ursula; Westerhold, Thomas (2010): Tempo and scale of late Paleocene and early Eocene carbon isotope cycles: Implications for the origin of hyperthermals. Earth and Planetary Science Letters, 299(1-2), 242-249, https://doi.org/10.1016/j.epsl.2010.09.004
	Zachos, James C; Röhl, Ursula; Schellenberg, Stephen A; Sluijs, Appy; Hodell, David A; Kelly, Daniel Clay; Thomas, Ellen; Nicolo, Micah J; Raffi, Isabella; Lourens, Lucas Joost; McCarren, H; Kroon, Dick (2005): Rapid Acidification of the Ocean During the Paleocene-Eocene Thermal Maximum. Science, 308(5728), 1611-1615, https://doi.org/10.1126/science.1109004
Project(s):	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	LATITUDE: -27.185833 * LONGITUDE: 1.577000
	DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00
	MINIMUM DEPTH, sediment/rock: 107.490 m * MAXIMUM DEPTH, sediment/rock: 184.980 m
Event(s):	208-1262 * LATITUDE: -27.185833 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00 * ELEVATION: -4755.4 m * Penetration: 583.9 m * Recovery: 502.5 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 (URI: https://doi.org/10.2973/odp.proc.ir.208.2004) * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 54 cores; 493.9 m cored; 90 m drilled; 101.7 % recovery
Comment:	DEPTH, sediment/rock = Depth (mcd).
	New data for this study was collected at MARUM ("Littler et al., 2014 (MARUM)"), and is combined with data from existing studies (see "data source" column) to give one continuous dataset. All values relative to VPDB.
	Age model is based on option 1 of Westerhold et al., 2008 (W08), extended in this study to encompass depths 103-113 mcd.
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	δ13C [‰ PDB] (δ13C) * PI: Littler, Kate (k.littler@exeter.ac.uk) * COMMENT: Bulk, relative to VPDB
	δ18O [‰] (δ18O) * PI: Littler, Kate (k.littler@exeter.ac.uk) * COMMENT: Bulk, relative to VPDB
	Reference/source (Reference) * PI: Littler, Kate (k.littler@exeter.ac.uk)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	8046 data points
*/
Depth sed [m]	Age [ka BP]	δ13C [‰ PDB]	δ18O [‰]	Reference
139.670	55448.947	1.320	-0.580	Zachos et al., 2005
139.680	55450.313	1.330	-0.600	Zachos et al., 2005
139.690	55451.680	1.360	-0.530	Zachos et al., 2005
139.710	55454.412	1.300	-0.580	Zachos et al., 2005
139.720	55455.778	1.240	-0.650	Zachos et al., 2005
139.740	55458.511	1.180	-0.870	Zachos et al., 2005
139.750	55459.877	1.120	-0.840	Zachos et al., 2005
139.770	55462.610	0.780	-1.220	Zachos et al., 2005
139.780	55463.976	0.660	-1.350	Zachos et al., 2005
139.800	55466.708	0.610	-1.500	Zachos et al., 2005
139.810	55468.075	0.270	-1.690	Zachos et al., 2005
139.820	55469.441	0.190	-1.580	Zachos et al., 2005
139.830	55470.807	0.270	-1.710	Zachos et al., 2005
139.840	55472.173	0.300	-1.680	Zachos et al., 2005
139.850	55473.540	0.280	-1.740	Zachos et al., 2005
139.860	55474.906	0.230	-1.810	Zachos et al., 2005
139.870	55476.272	0.380	-1.690	Zachos et al., 2005
139.880	55477.639	0.260	-1.700	Zachos et al., 2005
139.890	55479.005	0.310	-1.860	Zachos et al., 2005
139.900	55480.371	0.230	-1.940	Zachos et al., 2005
139.910	55481.737	0.190	-1.920	Zachos et al., 2005
139.920	55483.104	0.230	-1.940	Zachos et al., 2005
139.930	55484.470	0.460	-1.690	Zachos et al., 2005
139.940	55485.836	0.450	-1.810	Zachos et al., 2005
139.950	55487.202	0.920	-1.350	Zachos et al., 2005
139.960	55488.569	0.810	-1.440	Zachos et al., 2005
139.970	55489.935	0.440	-1.740	Zachos et al., 2005
139.980	55491.301	0.530	-1.230	Zachos et al., 2005
139.990	55492.667	0.730	-1.260	Zachos et al., 2005
140.150	55514.528	2.250	-1.010	Zachos et al., 2005
140.170	55517.260	2.230	-1.020	Zachos et al., 2005
140.190	55519.993	2.160	-0.970	Zachos et al., 2005
140.210	55522.725	2.130	-1.010	Zachos et al., 2005
140.220	55524.092	2.140	-0.940	Zachos et al., 2005
140.230	55525.458	2.200	-0.890	Zachos et al., 2005
140.240	55526.824	2.190	-0.710	Zachos et al., 2005
140.260	55529.557	2.190	-0.980	Zachos et al., 2005
140.270	55530.923	2.240	-0.910	Zachos et al., 2005
140.280	55532.289	2.270	-0.900	Zachos et al., 2005
140.290	55533.655	2.210	-0.900	Zachos et al., 2005
140.310	55536.388	2.300	-0.870	Zachos et al., 2005
140.320	55537.754	2.320	-0.890	Zachos et al., 2005
140.330	55539.120	2.330	-0.900	Zachos et al., 2005
140.340	55540.487	2.320	-0.840	Zachos et al., 2005
140.370	55544.586	2.300	-0.950	Zachos et al., 2005
140.400	55548.684	2.360	-0.820	Zachos et al., 2005
140.450	55555.516	2.520	-0.560	Zachos et al., 2005
140.550	55569.178	2.440	-0.540	Zachos et al., 2005
140.600	55576.010	2.380	-0.520	Zachos et al., 2005
140.650	55582.841	2.300	-0.650	Zachos et al., 2005
140.700	55589.672	2.220	-0.780	Zachos et al., 2005
140.780	55600.602	2.270	-0.420	Zachos et al., 2005
140.790	55601.969	2.260	-0.410	Zachos et al., 2005
140.800	55603.335	2.240	-0.410	Zachos et al., 2005
140.810	55604.701	2.280	-0.450	Zachos et al., 2005
140.820	55606.067	2.260	-0.480	Zachos et al., 2005
140.830	55607.434	2.270	-0.520	Zachos et al., 2005
140.840	55608.800	2.230	-0.480	Zachos et al., 2005
140.850	55609.910	2.190	-0.510	Zachos et al., 2005
140.860	55611.020	2.240	-0.510	Zachos et al., 2005
140.870	55612.130	2.350	-0.490	Zachos et al., 2005
140.930	55618.790	2.250	-0.430	Zachos et al., 2010
140.960	55622.120	2.460	-0.290	Zachos et al., 2010
140.990	55625.450	2.470	-0.380	Zachos et al., 2010
141.020	55628.780	2.450	-0.420	Zachos et al., 2010
141.050	55632.034	2.290	-0.520	Zachos et al., 2010
141.080	55635.136	2.380	-0.490	Zachos et al., 2010
141.110	55638.239	2.350	-0.500	Zachos et al., 2010
141.140	55641.341	2.460	-0.420	Zachos et al., 2010
141.170	55644.443	2.470	-0.420	Zachos et al., 2010
141.200	55647.545	2.440	-0.460	Zachos et al., 2010
141.230	55650.648	2.430	-0.450	Zachos et al., 2010
141.260	55653.750	2.450	-0.470	Zachos et al., 2010
141.290	55656.852	2.440	-0.560	Zachos et al., 2010
141.320	55659.955	2.430	-0.610	Zachos et al., 2010
141.350	55663.057	2.530	-0.500	Zachos et al., 2010
141.380	55666.159	2.440	-0.620	Zachos et al., 2010
141.410	55669.261	2.520	-0.480	Zachos et al., 2010
141.440	55672.364	2.480	-0.560	Zachos et al., 2010
141.470	55675.466	2.480	-0.460	Zachos et al., 2010
141.500	55678.568	2.480	-0.450	Zachos et al., 2010
141.530	55681.670	2.450	-0.520	Zachos et al., 2010
141.560	55684.773	2.400	-0.620	Zachos et al., 2010
141.590	55687.875	2.440	-0.510	Zachos et al., 2010
141.620	55690.977	2.520	-0.460	Zachos et al., 2010
141.650	55694.080	2.470	-0.520	Zachos et al., 2010
141.680	55697.182	2.550	-0.390	Zachos et al., 2010
141.710	55700.284	2.440	-0.470	Zachos et al., 2010
141.740	55703.386	2.450	-0.640	Zachos et al., 2010
141.770	55706.489	2.430	-0.520	Zachos et al., 2010
141.800	55709.591	2.390	-0.510	Zachos et al., 2010
141.860	55715.795	2.440	-0.370	Zachos et al., 2010
141.890	55718.898	2.440	-0.480	Zachos et al., 2010
141.920	55722.000	2.450	-0.390	Zachos et al., 2010
141.950	55724.924	2.430	-0.480	Zachos et al., 2010
141.980	55727.847	2.490	-0.460	Zachos et al., 2010
142.010	55730.771	2.580	-0.380	Zachos et al., 2010
142.040	55733.695	2.570	-0.420	Zachos et al., 2010
142.070	55736.619	2.660	-0.320	Zachos et al., 2010
142.100	55739.542	2.700	-0.330	Zachos et al., 2010
142.130	55742.466	2.640	-0.420	Zachos et al., 2010
142.160	55745.390	2.540	-0.430	Zachos et al., 2010
142.190	55748.314	2.660	-0.380	Zachos et al., 2010
142.220	55751.237	2.650	-0.490	Zachos et al., 2010
142.250	55754.161	2.710	-0.320	Zachos et al., 2010
142.280	55757.085	2.730	-0.450	Zachos et al., 2010
142.310	55760.008	2.690	-0.400	Zachos et al., 2010
142.340	55762.932	2.690	-0.560	Zachos et al., 2010
142.370	55765.856	2.770	-0.400	Zachos et al., 2010
142.400	55768.780	2.750	-0.400	Zachos et al., 2010
142.430	55771.703	2.740	-0.390	Zachos et al., 2010
142.460	55774.627	2.710	-0.500	Zachos et al., 2010
142.490	55777.551	2.840	-0.310	Zachos et al., 2010
142.520	55780.475	2.780	-0.250	Zachos et al., 2010
142.550	55783.398	2.820	-0.310	Zachos et al., 2010
142.580	55786.322	2.840	-0.350	Zachos et al., 2010
142.610	55789.246	2.870	-0.350	Zachos et al., 2010
142.640	55792.169	2.820	-0.280	Zachos et al., 2010
142.670	55795.093	2.900	-0.300	Zachos et al., 2010
142.700	55798.017	2.790	-0.500	Zachos et al., 2010
142.730	55800.941	2.830	-0.380	Zachos et al., 2010
142.760	55803.864	2.910	-0.350	Zachos et al., 2010
142.790	55806.788	2.940	-0.420	Zachos et al., 2010
142.820	55809.712	2.890	-0.410	Zachos et al., 2010
142.850	55812.636	2.930	-0.390	Zachos et al., 2010
142.880	55815.559	2.960	-0.340	Zachos et al., 2010
142.910	55818.483	2.940	-0.360	Zachos et al., 2010
142.940	55821.407	2.940	-0.330	Zachos et al., 2010
142.970	55824.331	2.960	-0.340	Zachos et al., 2010
143.000	55827.254	2.940	-0.370	Zachos et al., 2010
143.030	55830.178	2.910	-0.390	Zachos et al., 2010
143.060	55833.102	2.850	-0.530	Zachos et al., 2010
143.090	55836.025	2.840	-0.510	Zachos et al., 2010
143.120	55838.573	2.860	-0.460	Zachos et al., 2010
143.150	55840.933	2.900	-0.450	Zachos et al., 2010
143.180	55843.293	2.850	-0.570	Zachos et al., 2010
143.210	55845.653	2.860	-0.540	Zachos et al., 2010
143.240	55848.013	2.920	-0.500	Zachos et al., 2010
143.270	55850.373	2.960	-0.470	Zachos et al., 2010
143.300	55852.733	2.970	-0.410	Zachos et al., 2010
143.330	55855.093	2.960	-0.500	Zachos et al., 2010
143.360	55857.453	2.950	-0.440	Zachos et al., 2010
143.390	55859.813	2.960	-0.550	Zachos et al., 2010
143.420	55862.173	2.940	-0.560	Zachos et al., 2010
143.450	55864.533	2.960	-0.480	Zachos et al., 2010
143.480	55866.893	2.940	-0.470	Zachos et al., 2010
143.510	55869.253	2.940	-0.500	Zachos et al., 2010
143.540	55871.613	2.920	-0.490	Zachos et al., 2010
143.570	55873.973	2.920	-0.480	Zachos et al., 2010
143.600	55876.333	2.920	-0.520	Zachos et al., 2010
143.630	55878.693	2.920	-0.560	Zachos et al., 2010
143.660	55881.053	2.900	-0.540	Zachos et al., 2010
143.690	55883.413	2.880	-0.610	Zachos et al., 2010
143.720	55885.773	2.910	-0.510	Zachos et al., 2010
143.750	55888.133	2.910	-0.520	Zachos et al., 2010
143.780	55890.493	2.920	-0.490	Zachos et al., 2010
143.810	55892.853	2.870	-0.540	Zachos et al., 2010
143.840	55895.213	2.950	-0.580	Zachos et al., 2010
143.870	55897.573	2.970	-0.460	Zachos et al., 2010
143.900	55899.933	2.950	-0.540	Zachos et al., 2010
143.930	55902.293	2.980	-0.590	Zachos et al., 2010
143.960	55904.653	2.970	-0.580	Zachos et al., 2010
143.990	55907.013	2.930	-0.640	Zachos et al., 2010
144.020	55909.373	2.900	-0.610	Zachos et al., 2010
144.050	55911.733	3.010	-0.470	Zachos et al., 2010
144.170	55921.173	3.090	-0.410	Zachos et al., 2010
144.230	55925.893	3.020	-0.420	Zachos et al., 2010
144.260	55928.253	2.860	-0.680	Zachos et al., 2010
144.290	55930.613	2.890	-0.360	Zachos et al., 2010
144.320	55932.973	2.950	-0.340	Zachos et al., 2010
144.350	55935.333	2.890	-0.440	Zachos et al., 2010
144.380	55937.693	2.880	-0.380	Zachos et al., 2010
144.410	55940.053	2.840	-0.410	Zachos et al., 2010
144.440	55942.413	2.860	-0.400	Zachos et al., 2010
144.470	55944.773	2.830	-0.390	Zachos et al., 2010
144.500	55947.133	2.870	-0.420	Zachos et al., 2010
144.530	55949.493	2.770	-0.380	Zachos et al., 2010
144.560	55951.853	2.740	-0.440	Zachos et al., 2010
144.590	55954.213	2.660	-0.580	Zachos et al., 2010
144.620	55956.612	2.670	-0.610	Zachos et al., 2010
144.650	55959.029	2.640	-0.740	Zachos et al., 2010
144.680	55961.446	2.890	-0.520	Zachos et al., 2010
144.710	55963.863	2.980	-0.430	Zachos et al., 2010
144.730	55965.475	3.120	-0.310	Zachos et al., 2010
144.740	55966.281	3.070	-0.380	Zachos et al., 2010
144.770	55968.698	3.050	-0.270	Zachos et al., 2010
144.770	55968.698	3.180	-0.220	Zachos et al., 2010
144.800	55971.115	3.180	-0.130	Zachos et al., 2010
144.830	55973.532	3.150	-0.060	Zachos et al., 2010
144.860	55975.950	3.130	-0.150	Zachos et al., 2010
144.890	55978.367	3.110	-0.200	Zachos et al., 2010
144.920	55980.784	3.110	-0.330	Zachos et al., 2010
144.950	55983.201	3.090	-0.280	Zachos et al., 2010
144.980	55985.619	3.100	-0.180	Zachos et al., 2010
145.010	55988.036	3.070	-0.250	Zachos et al., 2010
145.040	55990.453	3.120	-0.310	Zachos et al., 2010
145.070	55992.871	3.040	-0.280	Zachos et al., 2010
145.100	55995.288	3.100	-0.230	Zachos et al., 2010
145.130	55997.705	3.090	-0.260	Zachos et al., 2010
145.160	56000.122	3.000	-0.360	Zachos et al., 2010
145.190	56002.540	3.020	-0.410	Zachos et al., 2010
145.220	56004.957	3.020	-0.340	Zachos et al., 2010
145.250	56007.374	3.000	-0.300	Zachos et al., 2010
145.280	56009.791	3.040	-0.290	Zachos et al., 2010
145.310	56012.209	3.080	-0.220	Zachos et al., 2010
145.340	56014.626	3.080	-0.220	Zachos et al., 2010
145.370	56017.043	2.980	-0.330	Zachos et al., 2010
145.400	56019.460	3.020	-0.280	Zachos et al., 2010
145.430	56021.878	3.010	-0.310	Zachos et al., 2010
145.460	56024.295	3.030	-0.370	Zachos et al., 2010
145.490	56026.712	2.970	-0.450	Zachos et al., 2010
145.520	56029.129	2.910	-0.390	Zachos et al., 2010
145.550	56031.547	3.000	-0.370	Zachos et al., 2010
145.580	56033.964	3.020	-0.320	Zachos et al., 2010
145.610	56036.381	2.990	-0.320	Zachos et al., 2010
145.640	56038.799	2.910	-0.380	Zachos et al., 2010
145.670	56041.216	2.920	-0.440	Zachos et al., 2010
145.700	56043.633	2.870	-0.410	Zachos et al., 2010
145.730	56046.050	2.880	-0.530	Zachos et al., 2010
145.760	56048.468	2.830	-0.400	Zachos et al., 2010
145.790	56050.885	2.820	-0.510	Zachos et al., 2010
145.820	56053.302	2.810	-0.500	Zachos et al., 2010
145.850	56055.719	2.840	-0.480	Zachos et al., 2010
145.880	56058.137	2.850	-0.440	Zachos et al., 2010
145.910	56060.554	2.840	-0.370	Zachos et al., 2010
145.940	56062.971	2.850	-0.440	Zachos et al., 2010
145.970	56065.388	2.840	-0.470	Zachos et al., 2010
146.000	56067.795	2.800	-0.560	Zachos et al., 2010
146.030	56070.182	2.800	-0.620	Zachos et al., 2010
146.060	56072.568	2.800	-0.690	Zachos et al., 2010
146.120	56077.341	3.040	-0.520	Zachos et al., 2010
146.150	56079.727	3.050	-0.480	Zachos et al., 2010
146.180	56082.114	3.160	-0.430	Zachos et al., 2010
146.210	56084.500	3.160	-0.420	Zachos et al., 2010
146.240	56086.886	3.170	-0.470	Zachos et al., 2010
146.270	56089.273	3.170	-0.420	Zachos et al., 2010
146.300	56091.659	3.120	-0.420	Zachos et al., 2010
146.330	56094.045	3.130	-0.450	Zachos et al., 2010
146.360	56096.432	3.150	-0.420	Zachos et al., 2010
146.390	56098.818	3.140	-0.430	Zachos et al., 2010
146.420	56101.205	3.190	-0.430	Zachos et al., 2010
146.450	56103.591	3.180	-0.450	Zachos et al., 2010
146.480	56105.977	3.170	-0.350	Zachos et al., 2010
146.510	56108.364	3.150	-0.420	Zachos et al., 2010
146.540	56110.750	3.140	-0.450	Zachos et al., 2010
146.570	56113.136	3.160	-0.350	Zachos et al., 2010
146.600	56115.523	3.190	-0.360	Zachos et al., 2010
146.630	56117.909	3.160	-0.410	Zachos et al., 2010
146.660	56120.295	3.170	-0.400	Zachos et al., 2010
146.690	56122.682	3.150	-0.470	Zachos et al., 2010
146.720	56125.068	3.180	-0.340	Zachos et al., 2010
146.750	56127.455	3.140	-0.490	Zachos et al., 2010
146.780	56129.841	3.130	-0.420	Zachos et al., 2010
146.810	56132.227	3.230	-0.350	Zachos et al., 2010
146.840	56134.614	3.170	-0.390	Zachos et al., 2010
146.870	56137.000	3.110	-0.430	Zachos et al., 2010
146.900	56139.366	3.070	-0.470	Zachos et al., 2010
146.930	56141.732	3.030	-0.450	Zachos et al., 2010
146.960	56144.098	3.110	-0.380	Zachos et al., 2010
146.990	56146.464	3.140	-0.400	Zachos et al., 2010
147.020	56148.830	3.160	-0.390	Zachos et al., 2010
147.080	56153.562	3.170	-0.480	Zachos et al., 2010
147.110	56155.928	3.240	-0.440	Zachos et al., 2010
147.140	56158.294	3.220	-0.420	Zachos et al., 2010
147.170	56160.660	3.210	-0.460	Zachos et al., 2010
147.200	56163.026	3.200	-0.430	Zachos et al., 2010
147.260	56167.758	3.230	-0.410	Zachos et al., 2010
147.290	56170.125	3.250	-0.410	Zachos et al., 2010
147.320	56172.491	3.260	-0.440	Zachos et al., 2010
147.350	56174.857	3.300	-0.360	Zachos et al., 2010
147.380	56177.223	3.310	-0.430	Zachos et al., 2010
147.410	56179.589	3.290	-0.350	Zachos et al., 2010
147.440	56181.955	3.300	-0.310	Zachos et al., 2010
147.470	56184.321	3.240	-0.290	Zachos et al., 2010
147.500	56186.687	3.220	-0.240	Zachos et al., 2010
147.530	56189.053	3.240	-0.270	Zachos et al., 2010
147.560	56191.419	3.190	-0.570	Zachos et al., 2010
147.590	56193.785	3.280	-0.400	Zachos et al., 2010
147.620	56196.151	3.240	-0.400	Zachos et al., 2010
147.650	56198.517	3.270	-0.330	Zachos et al., 2010
147.680	56200.883	3.270	-0.350	Zachos et al., 2010
147.710	56203.249	3.240	-0.400	Zachos et al., 2010
147.740	56205.615	3.280	-0.400	Zachos et al., 2010
147.770	56207.981	3.270	-0.340	Zachos et al., 2010
147.800	56210.347	3.240	-0.320	Zachos et al., 2010
147.830	56212.713	3.270	-0.410	Zachos et al., 2010
147.890	56217.445	3.230	-0.430	Zachos et al., 2010
147.920	56219.811	3.260	-0.410	Zachos et al., 2010
147.950	56222.177	3.230	-0.280	Zachos et al., 2010
147.980	56224.543	3.240	-0.300	Zachos et al., 2010
148.010	56226.909	3.270	-0.250	Zachos et al., 2010
148.040	56229.275	3.300	-0.270	Zachos et al., 2010
148.070	56231.642	3.300	-0.300	Zachos et al., 2010
148.100	56234.008	3.300	-0.310	Zachos et al., 2010
148.130	56236.374	3.310	-0.350	Zachos et al., 2010
148.160	56238.740	3.290	-0.340	Zachos et al., 2010
148.190	56241.106	3.290	-0.370	Zachos et al., 2010
148.220	56243.472	3.300	-0.410	Zachos et al., 2010
148.250	56245.838	3.260	-0.340	Zachos et al., 2010
148.280	56248.204	3.280	-0.330	Zachos et al., 2010
148.310	56250.570	3.290	-0.370	Zachos et al., 2010
148.340	56252.936	3.330	-0.380	Zachos et al., 2010
148.370	56255.302	3.240	-0.420	Zachos et al., 2010
148.400	56257.668	3.250	-0.530	Zachos et al., 2010
148.430	56260.034	3.240	-0.540	Zachos et al., 2010
148.460	56262.400	3.250	-0.580	Zachos et al., 2010
148.490	56264.766	3.250	-0.340	Zachos et al., 2010
148.520	56267.132	3.270	-0.510	Zachos et al., 2010
148.550	56269.498	3.310	-0.540	Zachos et al., 2010
148.580	56271.864	3.300	-0.500	Zachos et al., 2010
148.610	56274.230	3.310	-0.460	Zachos et al., 2010
148.640	56276.596	3.280	-0.460	Zachos et al., 2010
148.670	56278.962	3.260	-0.520	Zachos et al., 2010
148.700	56281.328	3.260	-0.470	Zachos et al., 2010
148.730	56283.694	3.270	-0.530	Zachos et al., 2010
148.760	56286.060	3.340	-0.320	Zachos et al., 2010
148.790	56288.426	3.340	-0.350	Zachos et al., 2010
148.820	56290.792	3.320	-0.340	Zachos et al., 2010
148.850	56293.158	3.330	-0.260	Zachos et al., 2010
148.880	56295.525	3.250	-0.380	Zachos et al., 2010
148.910	56297.891	3.260	-0.380	Zachos et al., 2010
148.940	56300.257	3.230	-0.300	Zachos et al., 2010
148.970	56302.623	3.230	-0.290	Zachos et al., 2010
149.000	56304.989	3.210	-0.430	Zachos et al., 2010
149.030	56307.355	3.180	-0.490	Zachos et al., 2010
149.060	56309.721	3.170	-0.480	Zachos et al., 2010
149.090	56312.087	3.020	-0.690	Zachos et al., 2010
149.120	56314.453	3.130	-0.500	Zachos et al., 2010
149.150	56316.819	3.140	-0.560	Zachos et al., 2010
149.180	56319.185	3.220	-0.460	Zachos et al., 2010
149.210	56321.551	3.240	-0.380	Zachos et al., 2010
149.240	56323.917	3.210	-0.460	Zachos et al., 2010
149.270	56326.283	3.290	-0.310	Zachos et al., 2010
149.300	56328.649	3.130	-0.500	Zachos et al., 2010
149.330	56331.015	3.100	-0.550	Zachos et al., 2010
149.360	56333.381	3.080	-0.510	Zachos et al., 2010
149.390	56335.747	3.090	-0.580	Zachos et al., 2010
149.420	56338.113	3.130	-0.480	Zachos et al., 2010
149.450	56340.479	3.100	-0.590	Zachos et al., 2010
149.480	56342.845	3.150	-0.440	Zachos et al., 2010
149.510	56345.211	3.180	-0.420	Zachos et al., 2010
149.540	56347.704	3.120	-0.600	Zachos et al., 2010
149.570	56350.259	3.190	-0.460	Zachos et al., 2010
149.600	56352.815	3.150	-0.480	Zachos et al., 2010
149.630	56355.370	3.260	-0.450	Zachos et al., 2010
149.660	56357.926	3.260	-0.410	Zachos et al., 2010
149.690	56360.481	3.280	-0.500	Zachos et al., 2010
149.720	56363.037	3.290	-0.500	Zachos et al., 2010
149.750	56365.593	3.270	-0.460	Zachos et al., 2010
149.780	56368.148	3.200	-0.520	Zachos et al., 2010
149.810	56370.704	3.150	-0.520	Zachos et al., 2010
149.840	56373.259	3.160	-0.430	Zachos et al., 2010
149.870	56375.815	3.150	-0.580	Zachos et al., 2010
149.900	56378.370	3.190	-0.500	Zachos et al., 2010
149.930	56380.926	3.180	-0.430	Zachos et al., 2010
149.960	56383.481	3.190	-0.510	Zachos et al., 2010
149.990	56386.037	3.180	-0.520	Zachos et al., 2010
150.020	56388.593	3.190	-0.500	Zachos et al., 2010
150.050	56391.148	3.120	-0.560	Zachos et al., 2010
150.080	56393.704	3.060	-0.610	Zachos et al., 2010
150.110	56396.259	3.090	-0.440	Zachos et al., 2010
150.230	56406.481	3.090	-0.430	Zachos et al., 2010
150.260	56409.037	3.120	-0.360	Zachos et al., 2010
150.290	56411.593	3.050	-0.420	Zachos et al., 2010
150.320	56414.148	2.950	-0.460	Zachos et al., 2010
150.350	56416.704	2.880	-0.540	Zachos et al., 2010
150.380	56419.259	2.940	-0.510	Zachos et al., 2010
150.410	56421.815	2.920	-0.550	Zachos et al., 2010
150.440	56424.370	2.930	-0.550	Zachos et al., 2010
150.470	56426.926	2.990	-0.520	Zachos et al., 2010
150.500	56429.481	3.010	-0.440	Zachos et al., 2010
150.530	56432.037	3.000	-0.530	Zachos et al., 2010
150.560	56434.593	2.880	-0.500	Zachos et al., 2010
150.590	56437.148	2.880	-0.570	Zachos et al., 2010
150.620	56439.632	2.810	-0.560	Zachos et al., 2010
150.650	56442.081	3.040	-0.580	Zachos et al., 2010
150.680	56444.529	3.180	-0.520	Zachos et al., 2010
150.710	56446.978	3.180	-0.500	Zachos et al., 2010
150.740	56449.426	3.220	-0.510	Zachos et al., 2010
150.770	56451.875	3.110	-0.510	Zachos et al., 2010
150.800	56454.324	3.090	-0.580	Zachos et al., 2010
150.830	56456.772	3.130	-0.560	Zachos et al., 2010
150.860	56459.221	3.110	-0.610	Zachos et al., 2010
150.890	56461.669	3.190	-0.490	Zachos et al., 2010
150.920	56464.118	3.170	-0.550	Zachos et al., 2010
150.950	56466.566	3.260	-0.450	Zachos et al., 2010
150.980	56469.015	3.320	-0.390	Zachos et al., 2010
151.010	56471.463	3.320	-0.420	Zachos et al., 2010
151.040	56473.912	3.280	-0.410	Zachos et al., 2010
151.070	56476.360	3.270	-0.490	Zachos et al., 2010
151.100	56478.809	3.280	-0.460	Zachos et al., 2010
151.130	56481.257	3.210	-0.560	Zachos et al., 2010
151.160	56483.706	3.210	-0.560	Zachos et al., 2010
151.200	56486.971	3.260	-0.550	Zachos et al., 2010
151.230	56489.419	3.200	-0.580	Zachos et al., 2010
151.250	56491.051	3.270	-0.520	Zachos et al., 2010
151.280	56493.500	3.260	-0.500	Zachos et al., 2010
151.310	56495.949	3.250	-0.450	Zachos et al., 2010
151.340	56498.397	3.230	-0.530	Zachos et al., 2010
151.370	56500.846	3.250	-0.490	Zachos et al., 2010
151.430	56505.743	3.290	-0.400	Zachos et al., 2010
151.460	56508.191	3.150	-0.490	Zachos et al., 2010
151.520	56513.088	3.110	-0.530	Zachos et al., 2010
151.550	56515.537	3.180	-0.500	Zachos et al., 2010
151.580	56517.985	3.240	-0.400	Zachos et al., 2010
151.610	56520.434	3.210	-0.390	Zachos et al., 2010
151.640	56522.882	3.140	-0.550	Zachos et al., 2010
151.670	56525.331	3.160	-0.590	Zachos et al., 2010
151.700	56527.779	3.100	-0.560	Zachos et al., 2010
151.730	56530.228	3.080	-0.590	Zachos et al., 2010
151.790	56535.125	2.970	-0.780	Zachos et al., 2010
151.820	56537.574	3.070	-0.650	Zachos et al., 2010
151.850	56540.022	3.080	-0.740	Zachos et al., 2010
151.880	56542.471	3.050	-0.740	Zachos et al., 2010
151.910	56544.919	3.150	-0.590	Zachos et al., 2010
151.940	56547.368	3.180	-0.670	Zachos et al., 2010
151.970	56549.820	3.150	-0.780	Zachos et al., 2010
152.000	56552.278	3.040	-0.850	Zachos et al., 2010
